userid,model_name,questiontext,questiontype,pov_x_y_z,upvector,viewdir,fov
27c3679a-ebb3-4b9a-b306-dde2238f7867,car2.glb,Which car looks faster to you?,multi_model,"{1.4757111,1.0560595,0.99193174}","{0,1,0}","{-0.7775197,-0.46947157,-0.41840118}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,car2.glb,Which car looks faster to you?,multi_model,"{-1.6140233,0.8939859,1.175514}","{0,1,0}","{0.7673475,-0.3884348,-0.5101923}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,knife.glb,What is this knife suitable for?,single_model,"{-0.47938183,0.86776745,1.7370011}","{0,1,0}","{0.23969091,-0.43388373,-0.86850053}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,knife.glb,What is this knife suitable for?,single_model,"{-0.32744086,1.8850054,0.58269817}","{0,1,0}","{0.16372043,-0.9425027,-0.29134908}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,knife.glb,What is this knife suitable for?,single_model,"{1.3275659,0.7337757,1.3035114}","{0,1,0}","{-0.66378295,-0.36688784,-0.6517557}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,camera.glb,Which camera looks more professional to you?,multi_model,"{-0.31606898,0.767025,1.7093195}","{0,1,0}","{0.1663521,-0.40369737,-0.8996418}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,camera.glb,Which camera looks more professional to you?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,camera.glb,Which camera looks more professional to you?,multi_model,"{1.5197711,1.1156281,0.6675849}","{0,1,0}","{-0.75988555,-0.55781406,-0.33379245}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,camera.glb,Which camera looks more professional to you?,multi_model,"{1.9630207,0.23878846,-0.2992157}","{0,1,0}","{-0.98151034,-0.11939423,0.14960785}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,camera.glb,Which camera looks more professional to you?,multi_model,"{1.0920101,1.2254359,2.3469138}","{0,1,0}","{-0.3812957,-0.42788377,-0.81946874}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,camera2.glb,Which camera looks more professional to you?,multi_model,"{0.2688309,0.8167683,2.2999954}","{0,1,0}","{-0.10948222,-0.33263144,-0.9366803}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,camera2.glb,Which camera looks more professional to you?,multi_model,"{2.2279377,0.83214664,0.6108882}","{0,1,0}","{-0.9073346,-0.3388943,-0.24878612}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,camera2.glb,Which camera looks more professional to you?,multi_model,"{-1.3813953,0.77816606,-1.8749837}","{0,1,0}","{0.56257755,-0.31691054,0.76359296}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,camera2.glb,Which camera looks more professional to you?,multi_model,"{2.197705,0.96130884,-0.52472544}","{0,1,0}","{-0.8950223,-0.39149603,0.21369608}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,camera.glb,Which camera looks more professional to you?,multi_model,"{1.7060399,1.7967843,1.4363767}","{0,1,0}","{-0.5956957,-0.6273807,-0.5015377}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-1.9909986,0.98408484,0.71344084}","{0,1,0}","{0.8535162,-0.42186487,-0.30584317}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{1.013158,0.6449985,1.223869}","{0,1,0}","{-0.5908488,-0.37614727,-0.7137303}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{1.5099866,-0.10254917,0.8060965}","{0,1,0}","{-0.88058704,0.059804153,-0.47009563}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{0.8462952,0.7695784,1.2774588}","{0,1,0}","{-0.49353853,-0.4487992,-0.74498254}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{-0.5853168,0.45141873,1.1850424}","{0,1,0}","{0.41907886,-0.32320964,-0.84847414}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{0.4442855,0.4470223,1.2463874}","{0,1,0}","{-0.3181024,-0.32006186,-0.8923964}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{0.9457709,0.7829341,0.66575634}","{0,1,0}","{-0.6771591,-0.5605702,-0.47667247}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,armchair2.glb,Which armchair would you sit on to read a book?,multi_model,"{0.88620585,0.13906388,1.0705141}","{0,1,0}","{-0.63451135,-0.099567845,-0.7664735}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,armchair2.glb,Which armchair would you sit on to read a book?,multi_model,"{0.668024,0.13054758,2.3592498}","{0,1,0}","{-0.27205488,-0.05316591,-0.9608119}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{1.967982,0.19251877,0.29997194}","{0,1,0}","{-0.983991,-0.096259385,-0.14998597}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{0.037467256,1.1863025,1.6097461}","{0,1,0}","{-0.018733628,-0.5931513,-0.80487305}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.63180476,-0.15940371,1.8908763}","{0,1,0}","{0.31590238,0.079701856,-0.94543815}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.8380001,1.2229632,1.8010035}","{0,1,0}","{0.35924017,-0.52426904,-0.77206767}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant1.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.013297355,0.013297649,1.9999115}","{0,1,0}","{0.0066486774,-0.0066488246,-0.9999558}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant1.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.1543968,1.3085241,1.7818184}","{0,1,0}","{0.06967156,-0.5904715,-0.80404556}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant1.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.6107463,0.036834165,2.1299255}","{0,1,0}","{0.27559927,-0.016621418,-0.9611289}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant1.glb,Which plant would you prefer on your balcony?,multi_model,"{-1.3398509,1.7233655,0.38178697}","{0,1,0}","{0.6046077,-0.7776687,-0.17228137}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant1.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.89930934,1.4357157,1.4286056}","{0,1,0}","{0.40581334,-0.6478667,-0.64465827}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant2.glb,Which plant would you prefer on your balcony?,multi_model,"{-1.387618,1.1755705,0.8321961}","{0,1,0}","{0.693809,-0.58778524,-0.41609806}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant2.glb,Which plant would you prefer on your balcony?,multi_model,"{-1.5963844,1.505364,-0.7917907}","{0,1,0}","{0.6843501,-0.6453307,0.3394308}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant2.glb,Which plant would you prefer on your balcony?,multi_model,"{-1.7347218,1.0676522,1.1368182}","{0,1,0}","{0.74365354,-0.4576892,-0.48733974}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant2.glb,Which plant would you prefer on your balcony?,multi_model,"{0.004630908,1.871114,1.3929851}","{0,1,0}","{-0.0019852123,-0.8021232,-0.5971553}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant2.glb,Which plant would you prefer on your balcony?,multi_model,"{-1.6352361,1.1427665,1.2089598}","{0,1,0}","{0.70100534,-0.4898897,-0.51826596}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant2.glb,Which plant would you prefer on your balcony?,multi_model,"{-2.0642033,0.5455009,-0.9396758}","{0,1,0}","{0.88489807,-0.23384942,0.4028273}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant2.glb,Which plant would you prefer on your balcony?,multi_model,"{-0.5362629,1.4084955,1.780466}","{0,1,0}","{0.22988921,-0.6038044,-0.7632635}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plant1.glb,Which plant would you prefer on your balcony?,multi_model,"{0.536286,1.2054112,1.7805425}","{0,1,0}","{-0.24199905,-0.5439418,-0.80346984}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,gym_machine__body_solid.glb,What does this machine train?,single_model,"{-0.98033184,0.6011269,1.0356369}","{0,1,0}","{0.63346857,-0.3884348,-0.6692055}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,gym_machine__body_solid.glb,What does this machine train?,single_model,"{0.64219034,0.68994313,1.2274028}","{0,1,0}","{-0.4149691,-0.44582587,-0.7931204}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,gym_machine__body_solid.glb,What does this machine train?,single_model,"{-0.99132055,0.68223274,0.5714103}","{0,1,0}","{0.6980843,-0.5071803,-0.50541717}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,gym_machine__body_solid.glb,What does this machine train?,single_model,"{-1.4006715,0.1964558,-0.28031895}","{0,1,0}","{0.9840283,-0.14246441,0.10673419}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,gym_machine__body_solid.glb,What does this machine train?,single_model,"{-1.4401121,0.16194513,-0.059155762}","{0,1,0}","{0.9735056,-0.21441063,-0.07946657}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,gym_machine__body_solid.glb,What does this machine train?,single_model,"{0.8484998,0.8301901,1.1424775}","{0,1,0}","{-0.5246973,-0.50143886,-0.687933}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,forniture.glb,Where would you place this pieces of furniture?,single_model,"{0.19700456,0.27487165,1.5935233}","{0,1,0}","{-0.120934956,-0.16873515,-0.97821426}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,forniture.glb,Where would you place this pieces of furniture?,single_model,"{-0.03214416,-0.23743533,1.6112955}","{0,1,0}","{0.019732298,0.14575414,-0.98912406}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,forniture.glb,Where would you place this pieces of furniture?,single_model,"{1.4949001,0.39822388,1.9068431}","{0,1,0}","{-0.60880274,-0.16217792,-0.7765678}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,forniture.glb,Where would you place this pieces of furniture?,single_model,"{-0.28526714,0.5662716,2.372197}","{0,1,0}","{0.116175935,-0.23061587,-0.9660846}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,forniture.glb,Where would you place this pieces of furniture?,single_model,"{-1.5480459,0.73156047,1.7600375}","{0,1,0}","{0.63044655,-0.29793027,-0.7167808}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,forniture.glb,Where would you place this pieces of furniture?,single_model,"{-0.92687225,0.43801227,1.0537995}","{0,1,0}","{0.63044655,-0.29793027,-0.7167808}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,forniture.glb,Where would you place this pieces of furniture?,single_model,"{0.09131003,0.26251146,1.4436725}","{0,1,0}","{-0.062107902,-0.17855689,-0.98196745}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,forniture.glb,Where would you place this pieces of furniture?,single_model,"{0.8162606,0.28651902,1.1887245}","{0,1,0}","{-0.5552099,-0.19488654,-0.808555}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,forniture.glb,Where would you place this pieces of furniture?,single_model,"{-0.043876983,-0.23311901,1.885134}","{0,1,0}","{0.023093149,0.12269422,-0.9921758}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,chair.glb,Which chair is more comfortable?,multi_model,"{-1.0979486,0.7551949,0.9369479}","{0,1,0}","{0.6739964,-0.46359062,-0.57516307}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,chair.glb,Which chair is more comfortable?,multi_model,"{0.44281504,0.33112413,1.2825644}","{0,1,0}","{-0.31704953,-0.23708038,-0.9182987}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,chair.glb,Which chair is more comfortable?,multi_model,"{1.2582661,0.5934144,0.12379641}","{0,1,0}","{-0.90090144,-0.42487666,-0.08863655}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,chair.glb,Which chair is more comfortable?,multi_model,"{0.41664192,0.9883612,1.811542}","{0,1,0}","{-0.1979049,-0.46947157,-0.86048245}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,chair.glb,Which chair is more comfortable?,multi_model,"{-1.5507894,0.7200424,1.2283013}","{0,1,0}","{0.73662496,-0.34202015,-0.5834431}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,chair1.glb,Which chair is more comfortable?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,chair1.glb,Which chair is more comfortable?,multi_model,"{0.7417748,0.81544036,1.4292837}","{0,1,0}","{-0.41095558,-0.45176753,-0.791847}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,chair1.glb,Which chair is more comfortable?,multi_model,"{-0.9516113,0.9154604,1.2306069}","{0,1,0}","{0.52720845,-0.5071803,-0.68177664}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,chair2.glb,Which chair is more comfortable?,multi_model,"{0.56975025,0.7542577,1.4306808}","{0,1,0}","{-0.33226433,-0.43986455,-0.83433783}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,chair2.glb,Which chair is more comfortable?,multi_model,"{-0.75127023,0.3173915,1.5083843}","{0,1,0}","{0.4381223,-0.18509492,-0.8796526}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,chair1.glb,Which chair is more comfortable?,multi_model,"{0.88210267,0.981815,1.231243}","{0,1,0}","{-0.48869953,-0.5439418,-0.6821291}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag.glb,Which bag is more practical?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag.glb,Which bag is more practical?,multi_model,"{1.0989639,0.64273167,1.0162953}","{0,1,0}","{-0.6746197,-0.39455295,-0.623872}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag.glb,Which bag is more practical?,multi_model,"{-1.1849849,0.26724997,1.0479088}","{0,1,0}","{0.72577965,-0.10287521,-0.6801916}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag.glb,Which bag is more practical?,multi_model,"{-0.86218876,0.25108144,1.3153684}","{0,1,0}","{0.52762514,-0.09294986,-0.84437674}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag.glb,Which bag is more practical?,multi_model,"{0.1228327,0.9166272,1.3436857}","{0,1,0}","{-0.068824254,-0.50431234,-0.8607742}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag.glb,Which bag is more practical?,multi_model,"{1.4998286,0.6068008,-0.60287917}","{0,1,0}","{-0.8635314,-0.35759193,0.35558617}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag1.glb,Which bag is more practical?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag1.glb,Which bag is more practical?,multi_model,"{-1.5391885,1.1841104,2.7178705}","{0,1,0}","{0.4607845,-0.35448533,-0.81364477}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag1.glb,Which bag is more practical?,multi_model,"{2.1463654,1.7081867,1.9308507}","{0,1,0}","{-0.6397474,-0.43687654,-0.6323466}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag1.glb,Which bag is more practical?,multi_model,"{2.4022093,1.8323044,1.1886071}","{0,1,0}","{-0.7713134,-0.5660637,-0.29094237}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag1.glb,Which bag is more practical?,multi_model,"{2.5227382,0.074667454,2.1830943}","{0,1,0}","{-0.80739594,-0.03988266,-0.5886605}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag2.glb,Which bag is more practical?,multi_model,"{-2.7187047,0.46071818,0.6498384}","{0,1,0}","{0.9379067,-0.2467574,-0.24380702}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag2.glb,Which bag is more practical?,multi_model,"{-1.4310308,1.1215426,2.0221684}","{0,1,0}","{0.48507303,-0.36688784,-0.7937868}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,bag2.glb,Which bag is more practical?,multi_model,"{-0.3426393,1.2216921,-2.615942}","{0,1,0}","{0.08503914,-0.40369737,0.9109318}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,shoe.glb,Which shoe is more suitable for running?,multi_model,"{-1.3753866,0.47187614,1.5224249}","{0,1,0}","{0.65330863,-0.22414117,-0.7231518}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{-1.9060184,-0.23878846,0.5568429}","{0,1,0}","{0.9530092,0.11939423,-0.27842146}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{-1.7196664,1.0028777,0.19231261}","{0,1,0}","{0.8598332,-0.50143886,-0.09615631}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{1.6635164,1.0200852,-0.43833694}","{0,1,0}","{-0.8317582,-0.5100426,0.21916847}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,shoe2.glb,Which shoe is more suitable for running?,multi_model,"{-2.2756147,0.36299995,0.36236095}","{0,1,0}","{0.9755276,-0.15561354,-0.1553396}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,shoe2.glb,Which shoe is more suitable for running?,multi_model,"{-0.41031173,0.40125027,2.261004}","{0,1,0}","{0.17589551,-0.17201097,-0.96926415}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,shoe2.glb,Which shoe is more suitable for running?,multi_model,"{1.3783762,0.4453971,1.0769055}","{0,1,0}","{-0.7636433,-0.2467574,-0.59662354}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,shoe2.glb,Which shoe is more suitable for running?,multi_model,"{-1.6505454,0.4453971,0.579091}","{0,1,0}","{0.91442955,-0.2467574,-0.32082602}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,shoe2.glb,Which shoe is more suitable for running?,multi_model,"{-1.7696469,0.024001725,0.3546811}","{0,1,0}","{0.9804138,-0.013297355,-0.19649923}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,shoe2.glb,Which shoe is more suitable for running?,multi_model,"{-1.6086717,0.745107,0.33913994}","{0,1,0}","{0.8912309,-0.41280165,-0.18788916}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,shoe2.glb,Which shoe is more suitable for running?,multi_model,"{1.2297695,0.9206269,0.94770145}","{0,1,0}","{-0.68131274,-0.5100426,-0.52504236}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plate.glb,Which plate do you prefer?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plate.glb,Which plate do you prefer?,multi_model,"{-0.23580603,1.2234486,1.5644709}","{0,1,0}","{0.11790302,-0.6117243,-0.78223544}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plate.glb,Which plate do you prefer?,multi_model,"{-0.19206549,0.9965065,1.2742712}","{0,1,0}","{0.11790302,-0.6117243,-0.78223544}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plate.glb,Which plate do you prefer?,multi_model,"{-0.20970339,0.15141648,1.6083467}","{0,1,0}","{0.12873037,-0.09294986,-0.9873139}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plate1.glb,Which plate do you prefer?,multi_model,"{-0.074914224,1.1863025,1.6084384}","{0,1,0}","{0.037457112,-0.5931513,-0.8042192}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plate1.glb,Which plate do you prefer?,multi_model,"{1.0060233,1.1863025,1.2572205}","{0,1,0}","{-0.50301164,-0.5931513,-0.62861025}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plate1.glb,Which plate do you prefer?,multi_model,"{0.18567047,0.86177224,1.7952367}","{0,1,0}","{-0.09283523,-0.43088612,-0.89761835}",75
27c3679a-ebb3-4b9a-b306-dde2238f7867,plate1.glb,Which plate do you prefer?,multi_model,"{-1.6343393,0.20575042,1.1342846}","{0,1,0}","{0.81716967,-0.10287521,-0.5671423}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{-0.5423501,0.19251877,1.9154093}","{0,1,0}","{0.27117506,-0.096259385,-0.95770466}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{1.0254358,-0.053184718,1.7162905}","{0,1,0}","{-0.5127179,0.026592359,-0.85814524}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{0.37995687,-0.92718124,1.7308863}","{0,1,0}","{-0.18997844,0.46359062,-0.86544317}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{-0.13255583,-0.13951294,1.9907198}","{0,1,0}","{0.066277914,0.06975647,-0.9953599}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{1.2440418,-0.046537913,1.5653096}","{0,1,0}","{-0.6220209,0.023268957,-0.7826548}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{0.52826774,0.23878846,1.9141351}","{0,1,0}","{-0.26413387,-0.11939423,-0.95706755}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{-0.95832545,0.35711378,1.7187444}","{0,1,0}","{0.47916272,-0.17855689,-0.8593722}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{-0.90429825,0.8195428,1.5844855}","{0,1,0}","{0.45214912,-0.4097714,-0.79224277}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue.glb,Which of these artifacts is the oldest?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue.glb,Which of these artifacts is the oldest?,multi_model,"{1.3007623,0.013297649,1.5191579}","{0,1,0}","{-0.65038115,-0.0066488246,-0.75957894}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue.glb,Which of these artifacts is the oldest?,multi_model,"{0.41712895,-0.65898895,1.8416669}","{0,1,0}","{-0.20856448,0.32949448,-0.92083347}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue.glb,Which of these artifacts is the oldest?,multi_model,"{-1.2136974,-0.8497533,1.34345}","{0,1,0}","{0.6068487,0.42487666,-0.671725}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue.glb,Which of these artifacts is the oldest?,multi_model,"{-0.37874064,-0.8256033,1.7818346}","{0,1,0}","{0.18937032,0.41280165,-0.8909173}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.5146403,0.34398606,1.506818}","{0,1,0}","{-0.3159216,-0.21116233,-0.9249886}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.6804071,0.706802,1.3004456}","{0,1,0}","{-0.4176807,-0.43388373,-0.798303}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue.glb,Which of these artifacts is the oldest?,multi_model,"{-0.40704456,-0.70897067,1.8252877}","{0,1,0}","{0.20352228,0.35448533,-0.91264385}",75
671ba980-496d-49c8-9f6b-f2424dac8289,statue.glb,Which of these artifacts is the oldest?,multi_model,"{0.40541676,-1.0371913,1.6612861}","{0,1,0}","{-0.20270838,0.51859564,-0.83064306}",75
671ba980-496d-49c8-9f6b-f2424dac8289,mug.glb,Which cup would you prefer as a gift?,multi_model,"{0.019914445,0.11297069,1.9967076}","{0,1,0}","{-0.009957222,-0.056485344,-0.9983538}",75
671ba980-496d-49c8-9f6b-f2424dac8289,mug.glb,Which cup would you prefer as a gift?,multi_model,"{-0.099420376,0.8985793,2.717509}","{0,1,0}","{0.034714475,-0.31375572,-0.94886893}",75
671ba980-496d-49c8-9f6b-f2424dac8289,mug.glb,Which cup would you prefer as a gift?,multi_model,"{-1.6874268,1.2340344,1.9575326}","{0,1,0}","{0.58919656,-0.43088612,-0.683509}",75
671ba980-496d-49c8-9f6b-f2424dac8289,mug.glb,Which cup would you prefer as a gift?,multi_model,"{1.279305,1.1036766,2.3124578}","{0,1,0}","{-0.44669318,-0.38536927,-0.8074378}",75
671ba980-496d-49c8-9f6b-f2424dac8289,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{-0.44461027,0.5320737,1.8759582}","{0,1,0}","{0.22230513,-0.26603684,-0.9379791}",75
671ba980-496d-49c8-9f6b-f2424dac8289,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{-0.78041714,1.4417882,1.9982308}","{0,1,0}","{0.30193597,-0.55781406,-0.77309644}",75
671ba980-496d-49c8-9f6b-f2424dac8289,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{-1.6603808,1.3109144,1.4850485}","{0,1,0}","{0.64238554,-0.5071803,-0.5745511}",75
671ba980-496d-49c8-9f6b-f2424dac8289,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{1.1920977,1.2058547,1.9507813}","{0,1,0}","{-0.46121123,-0.46653366,-0.75473875}",75
671ba980-496d-49c8-9f6b-f2424dac8289,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{-2.3772128,1.011904,0.075102456}","{0,1,0}","{0.91972095,-0.39149603,-0.029056424}",75
671ba980-496d-49c8-9f6b-f2424dac8289,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{2.0825064,1.2737073,0.8494513}","{0,1,0}","{-0.80570185,-0.4927852,-0.3286446}",75
671ba980-496d-49c8-9f6b-f2424dac8289,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{2.0781918,1.3914807,0.65240407}","{0,1,0}","{-0.80403256,-0.53835064,-0.25240892}",75
671ba980-496d-49c8-9f6b-f2424dac8289,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{-2.2129688,1.0981834,0.75992954}","{0,1,0}","{0.8561765,-0.42487666,-0.2940095}",75
671ba980-496d-49c8-9f6b-f2424dac8289,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{-0.25961557,1.2960744,2.221153}","{0,1,0}","{0.10044279,-0.50143886,-0.859343}",75
671ba980-496d-49c8-9f6b-f2424dac8289,backpack.glb,Which backpack would you take to the mountains?,multi_model,"{1.1319362,1.2152021,2.8982828}","{0,1,0}","{-0.338866,-0.3637932,-0.8676545}",75
